Subject,Verb,Object
36504562 2615 Disease MESH : Distractions,proceed,It
the subsequent racialization of clinical trials for COVID-19 vaccines,examine,The next section
"the concept of "" diversity",examine,The next section
36504562 2930 2938 Disease MESH : C000657245,move,It
36504562|t|Diversity Pandemic Distractions,move,It
the foundations,lay,the geneticization of COVID-19 racial disparities
a similar geneticization of in vaccine development,lay,the geneticization of
attention,distract,this
36504562 3387 3395 Disease MESH : C000657245,distract,this
D003643 cellular immune responses to in : experience,distract,this
the historical forces,distract,this
such disparities,contribute,the historical forces
vaccines than adults,react,youngsters
their capability,impair,chronic immunosuppression in transplant recipients
protection,generate,their capability
a survey,record,Post - vaccine coronavirus disease ( events
Cov-2 vaccine,respond,Conclusions : Adolescents
"a huge mental health impact on people , population",have,Introduction :
a huge mental health impact on,have,The ongoing Coronavirus disease 2019
a huge mental health impact on,have,( COVID-19 pandemic
vaccination,delay,a need
therapy,delay,a need
male reproductive tract,include,the body
male fertility,affect,coronavirus disease ( COVID-19 )
"the absence of in ,",report,most studies
pathological analysis,see,involvement of seminiferous tubules
defective spermatogenesis,suggest,pathological analysis
a pandemic of coronavirus disease 2019 ( COVID-19 ),cause,The novel virus CoV-2
COVID-19 clinical manifestations,36505604|t|Post,C000657245
""
""
its risk factors among patients in,36505604|t|Post,C000657245
""
""
intervention for survivors,require,"Conclusion : is a multisystem disease ,"
intervention for,require,integrated rehabilitation
their symptoms,base,survivors
needs,base,survivors
difficulty in,include,Some of the common feedback
medicine,get,difficulty in
the scanned copy of prescription slip,use,difficulty in
the hospital,generate,prescription slip
reimbursement of the bills,face,problems
outcomes,reduce,coronavirus disease 2019
outcomes,reduce,( COVID-19 vaccines
36505947 219 243 coronavirus disease MESH,know,little
their impact on post - COVID-19 conditions,know,little
CoV-2 injury,diagnose,"pre - existing liver disease ,"
a month study,diagnose,"pre - existing liver disease ,"
discharge from hospital,diagnose,"pre - existing liver disease ,"
a prospective up study between,conduct,We
36506606 patients Species 	 9606 36506606,conduct,We
patients without pre - existing liver disease,conduct,We
CoV-2 injury,diagnose,pre - existing liver disease
"County Clinical Hospital , Mures",admit,who
their nasal swabs,detect,CoV-2 genes
their nasal swabs,detect,antigens
severe COVID-19,start,treatment
""" long Covid """,refer,This
post - Covid-19 disease,refer,This
questions,generate,The polysymptomatic nature of
concerns,generate,The polysymptomatic nature of
people with forms of the disease,occur,This disorder
severe forms of,hospitalize,patients
the virus,!contract,health professionals
"metastatic disease ,",have,32.6 %
nearly half ( % ),have,32.6 %
Circulating Lymphocytes of,activate,D001943 Repair Mechanisms
comparable amounts of oxidative DNA damage,show,Patients
comparable amounts of,show,healthy controls
8 - oxoG,assess,Results :
Covid-19 patients,increase,levels of several BER proteins
enhanced DNA repair in acute Covid-19 disease,indicate,Results :
Circulating Lymphocytes of,activate,36514358 955 963 Patients Species 	 MESH : MESH
Circulating Lymphocytes of,activate,C000657245 Repair Mechanisms
regulation of genes,demonstrate,expression analysis
36514358 1325 1333 Disease MESH : Species,demonstrate,expression analysis
BER,involve,genes
PBMC of Covid-19 patients,involve,genes
double repair ( DSBR ),involve,genes
the degree of respiratory failure,correlate,several DSBR genes
the general logic of the impact of on energy consumption,sort,This paper
36514711 166 174 Disease MESH : C000657245,sort,This paper
the term effects,analyze,this paper
overall electricity demand,affect,The COVID-19 pandemic
the short term,affect,The COVID-19 pandemic
market structure,affect,The COVID-19 pandemic
renewable sources,generate,electricity
termination of at,have,who
the spread of other infectious diseases,prevent,Background :
36518571 Disease MESH : C000657245 : models,prevent,Background :
the spread of,prevent,Non - pharmaceutical interventions ( NPIs ) against
36518571 Disease MESH : C000657245 : models,prevent,Non - pharmaceutical interventions ( NPIs ) against
the maximum severity of,predict,D003141 36518574|t|Machine learning models
initial hospitalization record,base,D003141 36518574|t|Machine learning models
a long time,continue,COVID-19 )
36518574 148 172 coronavirus disease MESH,require,Background manipulation
effective treatment of each patient,require,Background manipulation
36518574 148 172 coronavirus disease MESH,require,early prediction of the maximum severity
effective treatment of,require,early prediction of
the legacy of the american 9/11 torture program,reckon,C000657245 9606 36519198|t|The manipulation of :
treatments,submit,these prisoners
complete psychological disintegration,generate,treatments
severe respiratory syndrome coronavirus-2 ),cause,"The pandemic of ,"
the involvement of the respiratory system,focus,"The pandemic of ,"
the common clinical manifestation of the disease,focus,"The pandemic of ,"
the unknown COVID-19 pandemic,36523579|t|face,C000657245
""
""
all kinds of challenges,face,"essential parts of the COVID-19 care team , nurses"
36523579 Disease MESH :,face,essential parts of
the disease,cause,challenges
COVID-19,recover,C000657245
36523579 Quality
the lives,impact,The Coronavirus disease 2019 ( COVID-19 )
well - being,impact,The Coronavirus disease 2019 ( COVID-19 )
COVID-19,recover,C000657245 - Related Quality of Among Patients
HRQoL,associate,Factors
a generalized linear model ( GLM ),use,Factors
COVID-19,recover,36527371|t|Health - Related Quality of Among Patients
a significant reduction in among individuals,be,there
COVID-19,recover,who
lieu of,delay,pandemic elective - emergent tests
lieu of,suspend,pandemic elective - emergent tests
lieu of,delay,procedures
lieu of,suspend,procedures
resources,divert,lieu of
emergent treatment of ill patients,divert,lieu of
psychophysiological stress,associate,Chronic level noise exposure typical consequences
psychophysiological stress,associate,most environmental sources
non - auditory noise effects,cause,psychophysiological stress
cardiovascular diseases,lead,non - auditory noise effects
late noise effects in the cardiovascular system,precede,which
our results,discuss,we
"early , quantifiable , persistent troponin",induce,36530872 0 Disease MESH : MESH
"early , quantifiable , persistent troponin",induce,36531721|t|Mild COVID-19
elder men,elevation,I
southern part of,do,a study
mortality,reduce,the only way
the dreaded COVID-19 disease,reduce,the only way
India,introduce,the vaccine
potential key biomarkers for urticaria,identify,MESH 36531995|t|Integrated bioinformatics
a lack of further study at the gene level,be,there
potential key biomarkers for urticaria,identify,bioinformatics
36531995 594 598 Chemical MESH : C062694,perform,"genes enrichment , WGCNA"
36531995 594 598 Chemical MESH : C062694,perform,infiltration analyses
potential key biomarkers for urticaria,identify,36531995|t|Integrated bioinformatics
LASSO regression,learn,machine
potential key biomarkers for urticaria,identify,bioinformatics
verification,utilize,expression analysis
potential key biomarkers for urticaria,identify,bioinformatics
the WGCNA network,explore,9 hub genes ( CD86
potential key biomarkers for urticaria,identify,Gene 6348 36531995|t|Integrated bioinformatics
key genes,identify,"FCGR3A , TNF"
LASSO regression analysis,identify,"FCGR3A , TNF"
key genes,identify,CCL3
LASSO regression analysis,identify,CCL3
the dependability of their diagnostic value,confirm,the ROC curves
MESH bioinformatics,confirm,the ROC curves
36531995 1530 1538 Disease MESH : bioinformatics,show,our results
"the primary infiltration cells of , as mast cells",associate,the key genes
potential key biomarkers for urticaria,identify,36531995|t|Integrated bioinformatics
46 regulation axes,contain,which
potential key biomarkers for urticaria,identify,bioinformatics
84 possible therapeutical medicines,include,"the key interaction network ,"
a system,have,"particular , cisgender ( cis ) females"
36533187 332 Disease MESH :,have,"particular , cisgender ( cis ) females"
vaccinations,follow,an prevalence of
a higher threshold for immune activation,have,cis males
important genes,be,There
"the X chromosome , as like receptor ( TLR",locate,important genes
36533187 786 814 like receptor ( TLR Gene - area,contribute,the mosaic bi - allelic expression of such genes
the state of in cis females,contribute,the mosaic bi - allelic expression of
both X - genes,relate,differences in
immune modulation,relate,differences in
the interaction between receptor domain,inhibit,"be , results suggest"
enzyme 2,convert,receptor domain
a threat to human beings,pose,36534650|t|Identification of CoV-2 agents
36534650 220 Disease MESH : C000657245 : 36538398|t|[Capacity,pose,36534650|t|Identification of
36538398 2171 patients Species 	 Species 36538532|t|Characteristics,reveal,an increase in in 1st second flow indicators
the general group of patients,reveal,an increase in in
cases of,reveal,an increase in in
CoV-2 infection,follow,A cross - sectional study of Saudi females
relation to the severity of disease symptoms,screen,The type
relation to,screen,duration
patients with coronavirus disease 2019 ( COVID-19 ),report,Cardiac damage
SARS - CoV-2,antibodie,36540807|t|The term dynamics of
36540807 patients Species 	 EDUCATION,occur,the highest percentage of IgM positivity
the first month ( %,occur,the highest percentage of
THE PANDEMIC,occur,the highest percentage of
all 7 months,remain,IgG positivity
an opportunity,be,There
new strategies,implement,an opportunity
the long term for surgical training,implement,an opportunity
36544758|t|COVID-19 vaccinology landscape in,generate,more prospective studies
recommendations,generate,more prospective studies
the predicament of,highlight,This
"terms of vaccine development , deployment",highlight,This
COVID-19,highlight,This
the continent,plague,"be , results suggest"
investment,diversify,Africa
COVID-19,diversify,Africa
other diseases,diversify,Africa
the population,burden,"be , results suggest"
36544758 Disease MESH : C000657245,increase,The continent
its capacity,increase,The continent
vaccines,acquire,its capacity
neutralizing antibodies in response to CoV-2 infection,go,Such efforts
the disease burden in,reduce,a long way
proliferative memory cells,include,"be , results suggest"
antibodies,include,"term immunity to ,"
T immunity,include,"term immunity to ,"
a large majority of the population,require,"Background : immunity ,"
order,require,"Background : immunity ,"
ongoing disease burden,reduce,order
Early Wave of,learn,Lessons
a method,use,the number of new cases of such airborne viral disease
weather forecasting,use,a method
Autoregressive Fractionally Integrated Moving Average ARFIMA ),call,weather forecasting
Early Wave of,learn,Lessons
an ARFIMA model,generate,We
case numbers,base,an ARFIMA model
February 2020,base,an ARFIMA model
April 2021,base,an ARFIMA model
Early Wave of,learn,Lessons
strict policies in the emergence of a new infection,suggest,We
36545246 1485 Disease MESH :,suggest,We
Objectives :,suggest,We
a long history of preparedness features,inherit,The global response to
"various threats ,",pertain,preparedness features
bioterrorism,include,"various threats ,"
organizations potential,consider,countries
infectious disease,contain,organizations potential
undesirable side - effects of non - pharmaceutical measures,counter,organizations potential
surgical therapy,require,some patients
a negative impact on the surgical outcome,!have,the time
Species 36561720|t|Clinical characteristics of people,!have,the time
A prospective follow investigation,!have,the time
disease symptoms,experience,people
disease symptoms,experience,people
disease symptoms,experience,people
long COVID,know,"( COVID-19 ) syndrome ,"
100 nm particles,filter,2697049 36567692|t|Electrospun membranes
air flow,filter,2697049 36567692|t|Electrospun membranes
means of,filter,2697049 36567692|t|Electrospun membranes
COVID-19,include,"Many diseases ,"
droplets,spread,"Many diseases ,"
"breathing ,",release,droplets
the emotional responses of children with neurodevelopmental disorders,investigate,This study
the recent novel coronavirus disease ( COVID-19 pandemic factors,investigate,This study
the emotional responses of,investigate,This study
the recent novel coronavirus disease ( COVID-19 pandemic factors,investigate,This study
"several deadly virus crises ,",face,the world
severe Disease MESH : D045169 :,face,the world
"Zika virus disease , disease , syndrome",include,"several deadly virus crises ,"
minimal equipment for point - of of viral infectious diseases,require,which
much attention,garner,"Coronavirus disease 2019 ( COVID-19 ) ,"
much attention,garner,"lateral flow assays ( LFAs ) ,"
special equipment ( e.g. ),!require,our method
a environment with costs,apply,it
C - BiLSTM,use,realistic audio recordings
boundary regression,use,realistic audio recordings
"respiratory diseases , as",diagnose,great significance
"respiratory diseases , as",monitor,great significance
"respiratory diseases , as",monitor,great significance
C - BiLSTM,use,realistic audio recordings
boundary regression,use,realistic audio recordings
36569172 1043 patients Species 	 MESH,design,We
A prospective review,design,We
"recordings of patients with respiratory diseases ,",contain,a realistic audio dataset
the Corp Dataset,name,"respiratory diseases ,"
quercetin nanoparticles,load,36569877|t|Protective role of vesicles
anti - viral therapy against CoV-2 infection,load,36569877|t|Protective role of
a significant decrease in in a human study of people,demonstrate,Ruxolitinib
HIV ( PWH ),live,people
use approval for membrane,receive,baricitinib C000657245
Gene 36569952 1730 baricitinib MESH : disease,receive,baricitinib C000657245
: composite artificial lung membrane for enhanced gas transport,receive,baricitinib C000657245
three generations,evolve,the artificial lung membranes
"silicon , polypropylene ( pentene )",include,three generations
a deeper understanding of neurodegenerative disorders as Parkinson disease,lead,neurological symptoms of infectious diseases like COVID-19
a deeper understanding of neurodegenerative disorders as Parkinson disease,lead,36570463|t|Investigating neurological symptoms of infectious diseases like COVID-19
that infection with,show,Research
a deeper understanding of neurodegenerative disorders as Parkinson disease,lead,D010300 neurological symptoms of infectious diseases like COVID-19
neuroinflammation,induce,CoV-2 infection
a deeper understanding of neurodegenerative disorders as Parkinson disease,lead,36570463|t|Investigating neurological symptoms of infectious diseases like COVID-19
a possible post - COVID-19 parkinsonism,prevent,order
neurological symptoms,review,this paper
36570463 COVID-19 Disease MESH : C000657245,review,this paper
1064 amyotrophic lateral Disease MESH : MESH,review,this paper
related findings of,review,this paper
diseases ( influenza ),review,this paper
influenza,review,this paper
neurodegenerative disorders ( disease ),review,this paper
prion disease,review,this paper
the neurological symptoms,underlie,potential mechanisms
the relationship between the infectious diseases,underlie,potential mechanisms
a deeper understanding of neurodegenerative disorders as Parkinson disease,lead,D003141 neurological symptoms of infectious diseases like COVID-19
these pathogens,target,"be , results suggest"
the neuroinflammation,target,"be , results suggest"
neurodegeneration,target,"be , results suggest"
cures for neurodegenerative disorders,provide,a systematic approach
36570463 1575 neuroinflammation MESH : D019636,provide,a systematic approach
term deficits in the consolidation of procedural declarative memories,associate,36570827|t|Anosmia in
the term effects of the coronavirus disease 2019 ( COVID-19 ),describe,Long - COVID
term deficits in the consolidation of procedural declarative memories,associate,MESH C000657245 36570827|t|Anosmia in
"the A , NA",assess,"Objective performance in verbal declarative memory ( Learning , function"
"the A , NA",compare,Objective performance in
term deficits in the consolidation of procedural declarative memories,associate,D002244 36570827|t|Anosmia in
A,find,"Lower scores in ,"
A,find,sustained attention
C. 1317 1328 Disease MESH,compare,Results :
In Hospital Mortality in,!associate,36570857|t|Chronic Obstructive Pulmonary Disease
outcomes in,associate,Chronic obstructive pulmonary disease ( COPD )
An Observational Cohort Analysis,!associate,36570857|t|Chronic Obstructive Pulmonary Disease
In Hospital Mortality in,!associate,36570857|t|Chronic Obstructive Pulmonary Disease
heterogeneity,remain,data
bias,remain,data
An Observational Cohort Analysis,!associate,36570857|t|Chronic Obstructive Pulmonary Disease
In Hospital Mortality in,!associate,36570857|t|Chronic Obstructive Pulmonary Disease
"diabetes , disease",include,Comorbid conditions
In Hospital Mortality in,!associate,D029424 Obstructive Pulmonary Disease
severe disease,associate,COPD
the biofortification ( assimilation ) of into food crops,intensify,Focus
various techniques like,use,the biofortification ( assimilation ) of into
an imminent challenge,pose,Nosocomial infections
disease-19 COVID-19 ) patients,hospitalize,an imminent challenge
complex interplay of response,hospitalize,an imminent challenge
immunomodulator therapy,combine,response
multiple pathological neurodegenerative processes,inhibit,"be , results suggest"
considerable promise,offer,these
the treatment of diseases of cognitive decline,offer,these
36575843 1573 Chemical MESH : D005419 .,undertake,Clinical trials
36575843 1669 Chemical MESH : D005419 :,identify,Such trials
flavonoids with cell,identify,Such trials
biomedical applications,harness,"be , results suggest"
supportive adjunctive procedures,serve,"be , results suggest"
conventional anti - viral drug therapies against diseases as,serve,"be , results suggest"
long dans le,covid,par les patients
the possibilities of reimbursement,include,"the possible treatments ,"
awareness patients,raise,Better informing profession about the manifestation of the disease
Longevity of B cells,associate,C000657245
"36577665 36578502|t|Longevity , as polarization ,"
disease severity in patients with,associate,C000657245
"36577665 36578502|t|Longevity , as polarization ,"
antibodies,associate,C000657245
"36577665 36578502|t|Longevity , as polarization ,"
the polarization of helper T cells,associate,C000657245
"36577665 36578502|t|Longevity , as polarization ,"
Species Disease MESH :,associate,36577665 1487 1492 Disease MESH :
disease severity in patients with,associate,36577665 1487 1492 Disease MESH :
disease severity in patients with,associate,C000657245 36578502|t|Longevity of B cells
disease severity in,associate,antibodies
disease severity in,associate,the polarization of helper T cells
different degrees of coronavirus infection,induce,immune responses
information important,provide,The longevity of immune responses
protection against coronavirus disease 2019 ( COVID-19 ),understand,information important
disease severity in patients with,associate,C000657245 36578502|t|Longevity of B cells
disease severity in,associate,antibodies
disease severity in,associate,the polarization of helper T cells
six months,antibodie,significant levels of
3 months,antibodie,significant levels of
36578502 979 patients Species 	 MESH : MESH,fall,these
6 months than,fall,these
disease severity in patients with,associate,D007239
"Species : D007239 36578502|t|Longevity ,"
Disease MESH :,suggest,Our results study
a new form of traumatic event,represent,COVID-19 pandemic
36579511 Disease MESH :,represent,COVID-19 pandemic
the persistence of symptoms,impair,Background : Recovery from ( COVID-19 )
the tip of the iceberg,explore,36582234 187 coronavirus disease MESH : C000657245 : C000657245 334 MESH : report :
new insights into the C syndrome,provide,our experience
36582511 987 Disease MESH : C537418 .,provide,our experience
significant therapeutic implications,have,"be , results suggest"
COVID-19,have,who
coronavirus disease 2019,have,who
36583404 patients Species 	 disease : C000657245 : remission,prove,BACKGROUND :
36583404 patients Species 	 disease : C000657245 : remission,prove,Follow - up of ( COVID-19 )
months,persist,clinical symptoms
recovery,persist,clinical symptoms
COVID-19 infection,associate,nephrotic syndrome
an old boy,associate,nephrotic syndrome
relapse of nephrotic syndrome,relate,COVID-19 disease
a few cases Case,relate,COVID-19 disease
MESH D008607 COVID depression,show,The results
its multiple factors,show,The results
public worries,decrease,the COVID-19 pandemic
game addiction,decrease,the COVID-19 pandemic
a mental disease,decrease,the COVID-19 pandemic
government restrictions towards gaming,decrease,the COVID-19 pandemic
a protective effect,have,Favipiravir
a term effect on its survivors,!have,Coronavirus disease ( COVID-19 )
"their quality of ,",affect,it
depression,induce,"their quality of ,"
a possible manifestation of central system disruption,induce,"their quality of ,"
a pandemic,declare,The coronavirus disease 2019 ( COVID-19 )
the World Health Organization,declare,The coronavirus disease 2019 ( COVID-19 )
a year prospective cohort study,develop,We
36589965 275 Disease MESH : 36589965|t|Consequences,develop,We
actionable research about the consequences of on adolescents ages,generate,a year prospective cohort study
Arizona,generate,a year prospective cohort study
actionable research about,generate,a year prospective cohort study
Arizona,generate,a year prospective cohort study
the vaccination coverage of valid immunity among the elderly population,improve,a priority for
infection,prevent,a priority for
poor prognosis,prevent,a priority for
variants,cause,poor prognosis
the huge disease,reduce,a priority for
economic burden,reduce,a priority for
the term sequelae after CoV-2 infection,cause,the huge disease
a key role in,play,Meteorology
SE winds,play,Meteorology
the relative contributions from different emission sectors,shape,a key role in
NO,shape,a key role in
low - speed ( <,shape,a key role in
one of the vulnerable populations,constitute,Pregnant women
"coronavirus infection , cause",affect,the vulnerable populations
"hypomyelination , activation",lead,maternal immune activation
epigenetic processes,alter,pro - inflammatory cytokines
the brain,alter,pro - inflammatory cytokines
36590943 239 263 coronavirus disease MESH : C000657245,aim,we
36590943 Species 36590943|t|Peripheral cell anomalies in COVID-19 patients in,find,RBCs chromicity study
information about the state involvement,provide,Conclusion :
MESH 9606 36591299|t|The relationship between chronic immune response,provide,Conclusion :
information about,provide,smear assessment in COVID-19 patients
MESH 9606 36591299|t|The relationship between,provide,smear assessment in
COVID-19 disease,suffer,patients
moderate stages,suffer,patients
ligand 12,chemokine,CXC motif
ligand,chemokine,Gene 36591299 1042 1115 family with chemokine Gene
Gene 1161 1165 CCL1 Gene 	,chemokine,Gene 36591299 1042 1115 family with chemokine Gene
6346 36591299|t|The relationship between chronic immune response,chemokine,Gene 36591299 1042 1115 family with chemokine Gene
"processes as neurogenesis , repair",affect,the generation of autoantibodies
the notion present neurological sequelae disorders,support,These observations 36591311|t|Markers
36591299 1527 1535 Disease MESH :,support,These observations 36591311|t|Markers
the disease,survive,who
CoV-2 infection,cause,: Coronavirus disease 2019 ( COVID-19
36591311 Coronavirus disease MESH,associate,Background 36591311|t|Markers
disorders,associate,Background 36591311|t|Markers
36591311 Coronavirus disease MESH,associate,: Coronavirus disease 2019 ( COVID-19
disorders,associate,: Coronavirus disease 2019 ( COVID-19
the peripheral,affect,disorders
the central nervous system,affect,disorders
weather markers of BBB damage in association with markers of brain injury,test,We
36591311 613 623 Disease MESH : MESH : D001930 MESH,test,We
D007249 36591311|t|Markers of barrier disruption increase in COVID-19 patients with neurological manifestations,test,We
two COVID-19 patient cohorts with high disease severity ( ICUCovid,measure,"Blood biomarkers of , damage"
"inclusive , collaborations",benefit,36591538|t|Early career researchers
the seminar series,utilize,academic institutions
"inclusive , collaborations",benefit,36591538|t|Early career researchers
the seminar series,utilize,academic institutions
great potential for application across different communities,have,This approach
36601347|t|From acute CoV-2 infection to pulmonary hypertension,have,This approach
collaboration,learn,great potential for
sharing,learn,great potential for
the next generation,empower,great potential for
new ways of,find,great potential for
the acute stages of the coronavirus disease 2019,recover,the world
new challenges,face,we
36601347 coronavirus disease MESH,face,we
36601347|t|From acute CoV-2 infection,face,we
pulmonary hypertension,face,we
the term consequences of,regard,new challenges
the severity of,influence,"be , results suggest"
the occurrence of in patients with CoV-2 omicron infection,predict,36601398|t|A practical scoring model
"250 U / L , lymphocyte",dehydrogenase,"10 mg / L , lactate"
10 ^,dehydrogenase,"10 mg / L , lactate"
a large cohort of,apply,A multi - omics approach
these dysregulations,underlie,pathways
new biomarkers,identify,order
novel,identify,order
targets,identify,order
mental health,support,international funding
COVID-19,support,international funding
the area of mental health,light,Background :
the area of,light,The coronavirus disease 2019
the area of,light,( COVID-19 pandemic
mental health,support,international funding
COVID-19,support,international funding
mental health,support,international funding
COVID-19,support,international funding
the majority of mental health,receive,which
activities,go,46 % of funding
COVID-19 responses with general humanitarian actions,combine,which
"a great impact on medical practice ,",exert,The coronavirus disease 2019
36606249 88 112 coronavirus disease MESH : C000657245,exert,The coronavirus disease 2019
a great impact on,exert,( COVID-19 pandemic
36606249 88 112 coronavirus disease MESH : C000657245,exert,( COVID-19 pandemic
the actual needs,accord,"medical practice ,"
corneal transplants,split,"The evaluation of , techniques ,"
the treatment of corneal disease,split,"The evaluation of , techniques ,"
therapies,split,"The evaluation of , techniques ,"
too much,expect,36606249 36606249 1136 Disease MESH : 36618140|t|Are
too much,expect,we
a paucity of knowledge,be,There
challenges,regard,a paucity of
the coronavirus disease 2019,face,challenges
too much,expect,we
the discussion on the free listing,generate,the transcripts
the thematic analysis,use,the transcripts
plausible explanations for the findings,find,the thematic analysis
36618238 116 Disease MESH : D009181,associate,COVID-19 disease MESH
fungal infections as aspergillosis,associate,COVID-19 disease MESH
diabetic patients,associate,COVID-19 disease MESH
a severe form of COVID-19 infection,suffer,who
steroids,treat,diabetic patients
memory B cells,construct,36618428|t|Monoclonal antibodies
potent activity,exhibit,36618428|t|Monoclonal antibodies
CoV spike S2 subunit,exhibit,36618428|t|Monoclonal antibodies
other human coronaviruses,exhibit,36618428|t|Monoclonal antibodies
binding activity against the CoV spike protein,show,"60 % of from ,"
Species 36618428 Disease MESH :,show,"60 % of from ,"
binding activity against,show,"< 8 % from ,"
Species 36618428 Disease MESH :,show,"< 8 % from ,"
antibodies cross - reactive,boost,CoV-2 infection
memory B cells,construct,36618428|t|Monoclonal antibodies
potent activity,exhibit,36618428|t|Monoclonal antibodies
CoV spike S2 subunit,exhibit,36618428|t|Monoclonal antibodies
other human coronaviruses,exhibit,36618428|t|Monoclonal antibodies
60 COVID-19 convalescent sera,screen,we
36618428 923 933 CoV-2 Species 	 2697049 MESH : C000657245 : D013455,screen,we
36619768|t|The contribution of to development of in,screen,we
patients : hypothesis,screen,we
CoV spike extracellular domain,screen,we
available information on,gather,we
the acute,gather,we
the recovery phase of the disease,gather,we
the microbiota of gastrointestinal systems,affect,the virus
"term neurological disorders , as Barre syndrome , fatigue",lead,this gut dysbiosis
them,predispose,the exposure to throughout the prolonged pandemic period
36620108 patients Species 	 36620108|t|Effects Pandemic on : Study,predispose,the exposure to throughout
psychological distress,predispose,the exposure to throughout
areas,work,The consultants
maximum participation in the survey,exhibit,The consultants
36620108 987 992 Disease MESH : C000657245,exhibit,The consultants
80 % of,exhibit,The consultants
procedures,involve,80 % of
the quantity,alter,COVID-19 pandemic
36632240 103 Disease MESH : C000657245,alter,COVID-19 pandemic
COVID-19 recovery : Challenges,alter,COVID-19 pandemic
composition,alter,COVID-19 pandemic
the African continent,generate,the quantity
COVID-19,associate,the environmental challenges
a focus,have,she
its management vision of,achieve,the continent
regular collection services,extend,its management vision of
all,extend,its management vision of
waste,valorize,its management vision of
disease prevention,study,The dynamic mechanism of pandemic
health protection,study,The dynamic mechanism of pandemic
the outbreak of with cases,understand,areal Poisson
"terms of epidemiology , pathogenesis",!know,a entity
limited evidence on the term impact of on among young adults,be,There
our attention,focus,We
the role of in the spread of in a campus setting,focus,We
their role in the transmission dynamics,investigate,A deterministic compartmental mathematical model with different types of quarantine
the positivity,include,The analysis
boundedness,include,The analysis
calculation of the reproduction number,include,The analysis
"its relation to all transmission routes , existence",include,The analysis
the effect of some model parameters,demonstrate,numerical simulations
the different types of on the disease transmission dynamics,relate,some model parameters
disorders of coronavirus disease 2019,taste,smell
our hospital,conduct,All adult patients
positive respiratory syndrome coronavirus 2,conduct,All adult patients
March,conduct,All adult patients
disease course,survey,All adult patients
disease severity,compare,presence
disease severity,compare,severity
the term sequelae for the millions of individuals,manage,A key challenge
the disease,recover,who
an underlying disease ( Ratio,have,"housewives Ratio p , illiteracy p 0.001 ) ,"
vaccine acceptance,affect,factors
the impact of on individuals with osteogenesis imperfecta,assess,Aims :
two consecutive years,assess,Aims :
symptoms after,use,a term
individuals across all disease severity,affect,"COVID-19 condition , term ,"
36685555 288 296 Disease MESH : C000657245,affect,"COVID-19 condition , term ,"
6 months,last,monocyte dendritic cell subsets
hospitalization for,last,monocyte dendritic cell subsets
healthcare systems,burden,disease-19 pandemic
economies,burden,disease-19 pandemic
months,persist,the effects on the immune system
post,persist,the effects on
-,persist,the effects on
infection,persist,the effects on
post,exhibit,residual symptoms
-,exhibit,residual symptoms
"fatigue , dyspnoea",include,residual symptoms
"fatigue , dyspnoea",include,rehabilitating patients
a study strategy,introduce,This protocol
"analyse predictors , sequelae",introduce,This protocol
repercussions of in adults,introduce,This protocol
"an ambispective cohort study ,",conduct,The quantitative data
March,conduct,The quantitative data
the manifestations of,explore,which
18 months,explore,which
3000 participants with diagnoses of,explore,which
a Brazilian State ( Parana ),live,"databases , old ,"
the viral infection,survive,who
a health service,discharge,"databases , old ,"
the temporal design,follow,The qualitative data
classification,follow,The qualitative data
the cohort,provide,the disease
Sina Weibo,use,36698592|t|China emotion analysis under :
a phase of normalization,enter,prevention ( COVID-19 ) epidemic in
seed meal,frutescen,C000657245 rich fraction from
NLRP3 cell inflammation,induce,glycoprotein S1 of
regulation of JAK1 STAT3 pathway,induce,glycoprotein S1 of
anti - inflammatory properties upon cells,exhibit,PFEA dose
"IL-6 , IL-1beta",exhibit,PFEA dose
post - acute sequelae of,know,Early diagnosis
progression,mitigate,"Importance : diagnosis ,"
chronic diseases as myalgic chronic fatigue syndrome CFS ),mitigate,"Importance : diagnosis ,"
a previous positive COVID-19 test,have,they
their symptoms,explain,"be , results suggest"
claims data,base,the term outcome of sepsis care in German hospitals
clustering of cases in hospitals,correct,Hierarchical models
36698837 1321 1329 Disease MESH : C000657245,test,Ultrasonographic parameters measurement
association with demographic ( sex,test,Ultrasonographic parameters measurement
Stand,sit,", min test , Levels"
the reactive protein,assess,inflammatory data
dimer serum concentrations,assess,inflammatory data
52 consecutive patients with,include,We
COVID,diagnose,"thyroid disease ,"
type SARS - CoV-2,infect,lung epithelial cells
the E gene,miss,its variant with
type SARS - CoV-2,infect,lung epithelial cells
the E gene,miss,its variant with
type SARS - CoV-2,infect,lung epithelial cells
the E gene,miss,its variant with
a global outbreak of coronavirus disease 2019,cause,"be , results suggest"
type SARS - CoV-2,infect,lung epithelial cells
the E gene,miss,its variant with
a comparative transcriptome profile of,perform,we
Species 36699595 517 525 Disease MESH :,perform,we
lung epithelial cells,perform,we
the CoV-2 type strain ( 8X ),infect,lung epithelial cells
the variant with a bp deletion in the E gene ( F8 ),infect,lung epithelial cells
type SARS - CoV-2,infect,lung epithelial cells
the E gene,miss,D007239 its variant with
genes ( DEGs ),express,"3,966"
36699595|t|Comparative transcriptomic analyzes of variant,express,"3,966"
DEGs,express,"3,966"
type SARS - CoV-2,infect,lung epithelial cells
the E gene,miss,its variant with
a gene co - expression interaction network,construct,we
type SARS - CoV-2,infect,lung epithelial cells
the E gene,miss,its variant with
pathways,enrich,lncRNAs
