Subject,Verb,Object
disease activity,relate,"60 % ( % ) versus , < = 0.001 ,"
the COVID-19,relate,"60 % ( % ) versus , < = 0.001 ,"
Pandemic : Audit,relate,"60 % ( % ) versus , < = 0.001 ,"
prognosis documentation,relate,"60 % ( % ) versus , < = 0.001 ,"
81.3 % vs.,relate,"60 % ( % ) versus , < = 0.001 ,"
disease activity,relate,differences
the COVID-19,relate,differences
Pandemic : Audit,relate,differences
prognosis documentation,relate,differences
81.3 % vs.,relate,differences
disease activity,relate,60 75 %
the COVID-19,relate,60 75 %
Pandemic : Audit,relate,60 75 %
prognosis documentation,relate,60 75 %
81.3 % vs.,relate,60 75 %
numerous natural compounds as marine drugs,discuss,We
natural sources,generate,marine drugs
COVID-19,treat,marine drugs
the current pandemic scenario,control,marine drugs
COVID-19,base,the long A dynamic empirical analysis
a moment method,research,This paper China
35507588 621 Disease MESH :,research,This paper China
the relationship between the government response,research,This paper China
gut viral antigen persistence in inflammatory bowel diseases,characterize,C000657245 acute COVID-19
gut viral antigen persistence in inflammatory bowel diseases,characterize,Post - acute COVID-19
gut viral antigen persistence in inflammatory bowel diseases,characterize,D015212 acute COVID-19
two years,live,societies
gut viral antigen persistence in inflammatory bowel diseases,characterize,The coronavirus disease 2019 populations . disease : C000657245 :
gut viral antigen persistence in,characterize,C000657245 acute COVID-19
an endoscopy study,perform,We
35508284 567 593 inflammatory Disease MESH :,perform,We
46 inflammatory bowel disease ( patients days range,perform,We
learning models,use,laboratory data
learning models,characterise,laboratory data
learning models,characterise,laboratory data
COVID-19 patients,develop,diagnostic models
only laboratory data,use,COVID-19 patients
35509062|t|Increasing trend of incidence,mark,These studies
a great deal of heterogeneity,mark,These studies
terms of the test,mark,These studies
2019 2021,mark,These studies
Disease 	 OMIM:252500,algorithm,35508417 1037 1050 ML
"one of ,",represent,type 1 diabetes ( T1D )
the application of in non - gynaecological diseases,focus,This systematic review
the nexus of shock,investigate,This study
personal protective equipment ( PPE ),don,Preventing errors in Effectiveness
favorable conditions for outdoor activities,explain,"This unprecedented rate of ,"
the decrease in outside,explain,"This unprecedented rate of ,"
treatment yet,!be,there
the disease,prevent,the effective way
thus the term sequelae,prevent,the effective way
this infection,cause,which overwhelmingly demonstrates is
"4 themes : "" disease",reveal,Data of 39 professionals
35512349 976 Disease MESH : C000657245 :,show,Participant experiences
a significant impact on the in working environment,have,virus measures
"the massive downscaling of , due",have,virus measures
Disease MESH :,support,positive attitudes toward 35512906|t|Treatment
trust in science,support,positive attitudes toward 35512906|t|Treatment
acceptance of conspiracy theories,associate,negative attitudes
vaccines in,regard,acceptance of
"thrombosis , thrombocytopenia",characterize,a novel prothrombotic disorder
intravascular coagulation,disseminate,a novel prothrombotic disorder
hundreds of recipients of,identify,intravascular coagulation
intravascular Disease MESH,disseminate,191 Disease MESH : D013927 MESH 35512906 215 253
severe syndrome coronavirus 2 ( CoV-2 ),cause,The first cases of
Chinese authorities,report,The first cases of
the end of,report,The first cases of
herbal medicine,use,85 % of the population in
disease management as severe acute respiratory syndrome ( SARS ),use,85 % of
several evidences,highlight,It
35517886 1155 1179 coronavirus disease MESH : C000657245 C000657245,highlight,It
35521226|t|The impact of COVID-19 quarantine measures on the mental health of families,highlight,It
the treatment of,use,medicinal plant
some sort of relief,offer,medicinal plant
the burden of coronavirus disease 2019,offer,medicinal plant
coronavirus disease ( COVID-19 ),die,people
families,affect,the pandemic
societies,affect,the pandemic
female COVID susceptibility in,associate,C000657245
""
35521709|t|Inheritance
a role,play,sex steroids
this discordance,play,sex steroids
suppression for viral susceptibility,support,definitive genetic data
odds of ( ratio,associate,"The use of , as ,"
odds of (,associate,the use of mood stabilizers
"95 % CI , 1.03 )",associate,the use of
"serious mental illness ,",hospitalize,this cohort study of adults
risk of COVID-19 infection,associate,Conclusions
risk of,associate,the use of generation antipsychotic medications
risk,associate,the use of valproic acid
the pediatric age group,see,a milder disease
terms of,compare,Patients with
severity,disease,terms of
severe disease,have,who
non - severe disease,have,who
12.5 %,have,who
a disease course,exhibit,children with
lower mortality rates,exhibit,children with
a shift in from,report,people
low /,perceive,67 %
a general laxity in,contribute,"COVID risk in ) ,"
appropriate behaviors,follow,a general laxity in
CoV-2 infection among education workers,associate,C000657245 factors
the seroprevalence of,report,the first study
SARS - CoV-2 in Brazilian educational staff,report,the first study
the first wave of the disease,report,the first study
CoV-2 infection among education workers,associate,factors
the first wave,associate,factors
2 infection,coronaviru,35522823|t|Markers for severe disease
2 infection,coronaviru,Markers term sequelae in pediatric patients with severe respiratory syndrome
35522823 patients Species 	 9606,coronaviru,Markers term sequelae in
2 infection,coronaviru,C000657245 35522823|t|Markers for sequelae
2 infection,coronaviru,term sequelae in pediatric patients with severe respiratory syndrome
35522823 Coronavirus disease MESH,cause,Coronavirus disease 2019 ( COVID-19 )
severe syndrome coronavirus 2 ( CoV-2 ),cause,Coronavirus disease 2019 ( COVID-19 )
2 infection,coronaviru,D003643 35522823|t|Markers for severe disease
adults,infect,Children
adults,affect,Children
adults,affect,the disease
this population,pertain,research into
the clinical parameters,determine,This study
35522823 579 Disease MESH : D000208,determine,This study
severe acute disease,associate,the clinical parameters
the pediatric population,associate,the clinical parameters
chronic complications from,associate,the clinical parameters
2 infection,coronaviru,35522823|t|Markers term sequelae in pediatric patients with severe respiratory syndrome
"supplemental oxygen requirement , ventilation",define,Markers for severe disease
2 infection,coronaviru,D010100 35522823|t|Markers for sequelae
2 infection,coronaviru,term sequelae in pediatric patients with severe respiratory syndrome
> 4 weeks,persist,symptoms
2 infection,coronaviru,35522823|t|Markers for severe disease
an extrapulmonary comorbidity,have,Most %
35522823 1415 patients Species 	 MESH,have,Most %
disease,have,fewer patients ( % )
2 infection,coronaviru,35522823|t|Markers term sequelae in pediatric patients with severe respiratory syndrome
35522823 1500 1507 Disease MESH :,associate,A history of pulmonary comorbidity
markers for severe disease,associate,A history of
2 infection,coronaviru,D009765 35522823|t|Markers for sequelae
2 infection,coronaviru,term sequelae in pediatric patients with severe respiratory syndrome
history of underlying lung disease,associate,term chronic complications
pregnant women,experience,the side effects
a coronavirus disease 2019 vaccine,receive,who
their experience,compare,pregnant women
non - pregnant women of similar age,compare,pregnant women
the severe respiratory syndrome coronavirus-2,cause,"The CoVID-19 disease pandemic ,"
the globe,spread,"The CoVID-19 disease pandemic ,"
Species 35524067|t|From Diet,know,It
the Mediterranean Diet,know,It
a significant global health problem,pose,who
poorer CoVID-19 clinical outcomes,develop,a greater risk of
a higher rate of mortality,experience,a greater risk of
35524067 1250 patients Species 	 9606 MESH : 35524211|t|Barriers,know,Little
the best nutritional approach,know,Little
the first wave of,know,Little
this disease,adopt,the best nutritional approach
the patients syndrome,adopt,the best nutritional approach
need,be,There
alternative measures,institute,government
the spread of diseases,halt,alternative measures
lockdowns,halt,alternative measures
unhindered access to MNCH services,ensure,alternative measures
future pandemics,ensure,alternative measures
immediate sensitization of the general public,include,This
35524211 2673 2691 infectious Disease MESH :,include,This
patients,include,This
protocol for multi - center trial,include,This
modes of as training,include,This
patients,transplant,term vascular risk assessment in chronic kidney disease
COV-2 disease,follow,patients
the severe syndrome coronavirus 2 ( CoV-2 ),cause,The coronavirus disease ( COVID-19 )
a pandemic,produce,The coronavirus disease ( COVID-19 )
COV-2 disease,follow,assessment patients
factors association with an incidence of the disease,interconnect,SARS - CoV-2
factors association with,interconnect,cardiovascular disease ( CVD )
acute kidney injury,lead,COVID-19 disease
COV-2 disease,follow,D012769 term vascular risk assessment in patients
a higher risk of severe disease,link,the pre
a higher risk of,link,-
a higher risk of,link,existence of
COV-2 disease,follow,patients
the term impact of on CV,determine,the investigators
a group of patients,include,COVID syndrome
35524358 126 COVID coronavirus disease 2019 ) MESH : Species : D007239 : model,include,COVID syndrome
symptoms,exhibit,who
medical complications,develop,a group of
problems,have,which overwhelmingly demonstrates is
"a genetic basis ,",have,The condition
a diminished immunologic capacity,have,individuals
the virus,clear,a diminished immunologic capacity
a time condition,know,"Conversely , a chronic systemic grade inflammation ( CSLGI ) ,"
organs,cause,"Conversely , a chronic systemic grade inflammation ( CSLGI ) ,"
35524667 Disease MESH : D007249,cause,"Conversely , a chronic systemic grade inflammation ( CSLGI ) ,"
tissues damage,cause,"Conversely , a chronic systemic grade inflammation ( CSLGI ) ,"
35524667 503 Disease MESH :,observe,a worldwide a high incidence of inflammatory chronic diseases
CoV-2 Infection : Study,follow,Type Diabetes
CoV-2 Infection : Study,follow,Type Diabetes
mild disease course,have,All
CoV-2 Infection : Study,follow,Type Diabetes
course,associate,levels during manifestations
COVID-19 patients on 3D neuronal / glial model,find,like peptides
expressed in the fetal brain,find,"Spike protein interactors , as ,"
COVID-19 patients on 3D neuronal / glial model,find,like peptides
differentiation,undergo,like peptides
35525527 Gene 35525527 1456 1459 ELN Gene 	 2006 with clinical application,reveal,Whole transcriptome analysis
the expression of,perturb,spike protein
the expression of,perturb,like peptides
coronavirus Species 35525596 190 200 CoV-2 Species 	 2697049,lead,The spread of
the outbreak of the 2019 coronavirus disease,lead,The spread of
the global economy,challenge,which
health,challenge,which
the catalytic hairpin assembly,trigger,the presence of
insights from a facilitated policy dialogue,trigger,the presence of
the terminal deoxynucleotidyl transferase ( TdT ),recognize,which
the terminal deoxynucleotidyl transferase ( TdT ),catalyze,which
the terminal deoxynucleotidyl transferase ( TdT ),catalyze,"free 3'-OH termini ,"
long DNA,generate,"free 3'-OH termini ,"
health workforce,meet,Gene 35525981|t|Enhancing capacity
population needs,meet,Gene 35525981|t|Enhancing capacity
the insights,discuss,This paper
this policy dialogue,generate,the insights
policy,drive,this strategy
an digital world,drive,this strategy
health workforce,meet,35525981|t|Enhancing capacity
insights from a facilitated policy dialogue,meet,35525981|t|Enhancing capacity
population needs,meet,35525981|t|Enhancing capacity
health workforce,meet,35525981|t|Enhancing capacity
insights from a facilitated policy dialogue,meet,35525981|t|Enhancing capacity
population needs,meet,35525981|t|Enhancing capacity
rich qualitative insights,generate,Facilitated policy dialogues
strategies,guide,which overwhelmingly demonstrates is
policy,promote,rich qualitative insights
health workforce,meet,35525981|t|Enhancing capacity
insights from a facilitated policy dialogue,meet,35525981|t|Enhancing capacity
population needs,meet,35525981|t|Enhancing capacity
35525992|t|Protocol update for a trial of for people with tachycardia syndrome,allow,Our policy dialogue
a diverse group of workforce stakeholders,engage,us
a meaningful way,engage,us
an avenue,provide,study .
feedback,get,study .
our research findings,get,study .
prioritized action items,generate,study .
the knowledge,incorporate,which overwhelmingly demonstrates is
experience,incorporate,which overwhelmingly demonstrates is
remarkable effects on the quality status of the general population,produce,The first wave of pandemic
35526189 144 152 Disease MESH : C000657245,produce,The first wave of pandemic
D002908 35526189|t|Sleep quality health during the COVID-19 pandemic,produce,The first wave of pandemic
dramatic effects on patients with chronic illness,produce,The first wave of pandemic
a strict link between the quality,be,there
35526189 35526306|t|Breakthrough CoV-2 infections after,be,there
mRNA vaccination in on disease,be,there
the pandemic,cause,the psychological distress
therapies,modify,mRNA vaccination in on
the Delta,modify,mRNA vaccination in on
Italy,modify,mRNA vaccination in on
the Omicron waves,modify,mRNA vaccination in on
therapies,modify,mRNA vaccination in on disease
the Delta,modify,mRNA vaccination in on
Italy,modify,mRNA vaccination in on
the Omicron waves,modify,mRNA vaccination in on
off - label,use,C000657245 9606 35526987|t|Safety profile of hydroxychloroquine
the treatment of patients with COVID-19,use,C000657245 9606 35526987|t|Safety profile of
Eudravigilance data,base,A descriptive study
the recent scientific evidence,add,our results
the unfavorable risk profile of hydroxychloroquine,confirm,CONCLUSIONS :
its label use in the treatment of COVID-19 disease,confirm,CONCLUSIONS :
male genitalia tracts,localize,CoV-2 mRNA
the acute phase of the disease,localize,CoV-2 mRNA
35527294 1351 1356 Disease MESH : Stimulation,observe,Low T
the acute phase of the disease,observe,Low T
the Intensive Care Unit,admit,an risk of
death,admit,an risk of
our Opinion Consultation Network,appeal,"A total of with ,"
an form D002908 Challenge,sign,Methods
the COVID-19 Pandemic,sign,Methods
an form D002908 Challenge,sign,"A total of with ,"
the COVID-19 Pandemic,sign,"A total of with ,"
the SF-36 questionnaire,assess,"The efficacy endpoints ,"
"score ( p ,",function,the mental role
Disease MESH :,aim,This study
chronic diseases ( p value=0.36 ),suffer,The participants
a COVID-19 death in the family ( value=0.18,experience,who
COVID-19,!obsess,The participants
distinctive challenges C000657245,bring,The COVID-19 response
Disease MESH :,bring,The COVID-19 response
an infectious disease deployment,utilize,hospital ships
35529774 1068 Gene 1210 Disease MESH : D002908,need,ship medical assets
acute exacerbations of chronic disease,include,which
variants,neutralize,capacity of
the question,raise,Reports of breakthrough infections
the question,raise,capacity of
COVID-19 disease,protect,current vaccines
ensemble empirical mode decomposition,use,COVID-19 cases
causal decomposition,use,COVID-19 cases
the world,affect,The global spread of the coronavirus disease 2019
35529898 162 186 coronavirus disease MESH : C000657245,affect,The global spread of
many ways,affect,The global spread of
the world,affect,( COVID-19 pandemic
35529898 162 186 coronavirus disease MESH : C000657245,affect,( COVID-19 pandemic
many ways,affect,( COVID-19 pandemic
ensemble empirical mode decomposition,use,COVID-19 cases
causal decomposition,use,COVID-19 cases
the mode network of the brain,encircle,it
social behavior,govern,"Epigenetics , axes"
social behavior,govern,transgenerational plasticity
a major health challenge,become,The novel coronavirus disease 2019
a major health challenge,become,( COVID-19 pandemic
the pandemic,discontinue,All types of elective urgent medical care
patients with this disease,care,the capacity
current pandemics,apply,which
a variety of target drugs,identify,Conclusions
35531374 1878 1902 coronavirus disease MESH : C000657245 C000657245,identify,Conclusions
a variety of,identify,we
35531374 1878 1902 coronavirus disease MESH : C000657245 C000657245,identify,we
therapeutic benefit,offer,which overwhelmingly demonstrates is
coronavirus disease 2019 ( COVID-19 ),offer,which overwhelmingly demonstrates is
further validation,warrant,a variety of
1446 43740568 35531432|t|Outcomes of CoV-2 omicron infection in residents of term care facilities in,confirm,Variants
35531432 2720 2727 35531432 Disease MESH :,suggest,Interpretation : severity
the development of,characterize,a disease
perceptions,use,D004893 35531759|t|Outpatient maternity care
the COVID-19,use,D004893 35531759|t|Outpatient maternity care
clinicians,practice,Data from
an angiocentric phase of the disease,associate,The severe forms of COVID-19
microvascular distortion,reveal,Corrosion casting of the COVID-19 microcirculation
"circulation ,",reveal,Corrosion casting of
increases in intussusceptive angiogenesis,reveal,Corrosion casting of
inflammatory bone loss in golden Syrian hamsters,induce,C000657245 infection
bone metabolism,perturb,inflammatory diseases of the respiratory tract
inflammatory bone loss in golden Syrian hamsters,induce,35534483|t|SARS infection
35534483 840 850 CoV-2 Species 	 2697049,show,we
Disease MESH : attitudes,show,we
SARS dysregulation,associate,the bone loss
adolescent girls,sleep,", media use ,"
the COVID-19 pandemic,sleep,", media use ,"
35535484 Coronavirus disease MESH : C000657245 C000657245 during : survey,disrupt,Adolescents daily lives
the Coronavirus disease 2019 pandemic,disrupt,Adolescents daily lives
mental health problems,cause,which overwhelmingly demonstrates is
inflammatory responses,activate,failure
inflammatory responses,eliminate,failure
certain stages,activate,failure
certain stages,eliminate,failure
inflammatory responses,eliminate,failure
certain stages,eliminate,failure
the progression of the disease,result,failure
the changes in health services,evaluate,We
March 2021,evaluate,We
monthly routine data from UNHCR information system ( HIS,use,the changes in
major changes,!show,Maternal health services as
major changes,!show,noncommunicable diseases
structural proteins,silence,Computational study
structural proteins,silence,study genes of .
genes of,silence,study genes of .
late 2019,emerge,which overwhelmingly demonstrates is
a pandemic of respiratory disease,trigger,a transmissible coronavirus
COVID-19,name,respiratory disease
a significant threat to all health institutions,pose,which
the absence of specific antiviral treatment,pose,which
structural proteins,silence,D012140 genes of .
the development of nucleic drugs,allow,"The RNA interference ( pathway , on ,"
the post - transcriptional gene,mediate,nucleic drugs
PTGS ),silence,the post - transcriptional gene
target,silence,the post - transcriptional gene
structural proteins,silence,35537364|t|Computational study
Species 1109 1110 N Gene 	 study,construct,the potential of RNAi
siRNA molecules,construct,the potential of
the consensus regions of specific structural proteins,target,which overwhelmingly demonstrates is
"genes of , as the envelope protein gene ( E ) , gene ,",target,which overwhelmingly demonstrates is
nucleotides long siRNA duplex,design,strains from
E M genes,target,parameters
structural proteins,silence,1222 35537364 1387 1388 M Gene 	 43740571 Gene
genes of CoV-2 strains,silence,1222 35537364 1387 1388 M Gene 	 43740571 Gene
sufficient features for effective gene silencing,possess,The molecules
significant matches across the whole human genome,!have,siRNAs targets
35537364 Species 2065 AGO2 Gene 	 35538275|t|Transitioning to for,select,4 effective siRNA molecules
each target gene,select,4 effective siRNA molecules
Perspectives of,select,4 effective siRNA molecules
the best action,exert,which
the best action,exert,each target gene
"GC content , energy",base,the best action
"temperature , capacity",melt,free energy of
AGO2 protein,melt,free energy of
telehealth,view,clinicians
the COVID-19,tackle,an update on antiviral drugs
pandemic,tackle,an update on
the COVID-19,tackle,an update on antiviral drugs
pandemic,tackle,an update on
home,stay,orders
"35539285 1252 IPs Chemical 35540721|t|Epidemiology , Features",decrease,this
49.4 %,decrease,this
IPs,decrease,this
possible ongoing endothelial dysfunction in the pathogenesis of,suggest,These findings
35543533 9606 35544133|t|Admissions of With Deliberate Self - harm to,suggest,These findings
the CoV-2 Outbreak in,suggest,These findings
35544133 654 666 Participants Species 	 35544521|t|Impact,conduct,"Design , Setting"
COVID-19 pandemic,conduct,"Design , Setting"
35544133 654 666 Participants Species 	 35544521|t|Impact,conduct,"This national , multicenter cohort study"
COVID-19 pandemic,conduct,"This national , multicenter cohort study"
000 medical records,contain,a collaborative
continuous contributions from all 8 Australian specialist,contain,a collaborative
a role in each region,play,Heterogeneity in aging
pandemic first wave in,work,Nurses perspectives about : analysis .
topic modeling,combine,A summative content analysis
few studies,be,there
the perspectives of nurses,capture,few studies
the frontlines of the pandemic,work,nurses
any setting,work,nurses
the disease,treat,nurses
35544999 147 Disease MESH : utility,break,Coronavirus disease ( COVID-19 )
the end of,break,Coronavirus disease ( COVID-19 )
everyday commodities,assemble,35545251|t|Limited utility of generators
the COVID-19 pandemic,assemble,35545251|t|Limited utility of
35545251 29 35 Chemical MESH : D010100,assemble,Limited utility of generators
everyday commodities,assemble,Limited utility of
the COVID-19 pandemic,assemble,Limited utility of
everyday commodities,assemble,35545251|t|Limited utility of generators
the COVID-19 pandemic,assemble,35545251|t|Limited utility of
35545251 Chemical MESH : D010100 : 35545780|t|Headache,determine,we
material is,use,generators
the disease,treat,care professionals
Species D006261 35545780|t|Headache,seem,It
the first 3 months,improve,whose headache
the acute phase of than,improve,whose headache
a need for studies on its management,be,there
correlation between lung function,include,Secondary endpoints
utero,expose,Individuals
influenza,expose,Individuals
the 1918 pandemic,expose,Individuals
"risk for heart disease , disease",increase,Individuals exposed in to during
expression with potential term consequences,lead,Early exposure of during fetal life
cord blood cells,alter,gene expression
term neonates,alter,gene expression
COVID-19,expose,who
pregnancy,expose,who
potential gene pathways,identify,term neonates
maternal COVID-19,impact,potential gene pathways
35547542 1226 1231 Human Species 	 9606,use,expression screening
35547542|t|COVID-19 Infection,use,expression screening
Pregnancy Induces Differential Gene Expression in From,use,expression screening
S gene chips on,use,expression screening
cord blood cells,extract,S gene chips on
510 genes ( change,identify,We
=,identify,We
"1.5 , value = 0.05 )",identify,We
35547542 1492 1500 Disease MESH : C000657245,identify,We
35547542|t|COVID-19 Infection,identify,We
cord blood cells,identify,We
Pregnancy Induces Differential Gene Expression in From,identify,We
exposure to during pregnancy,associate,cord blood cells
important canonical pathways,identify,Pathway Analysis
35547542 1619 1641 cardiovascular Disease MESH : D002318 D006402 : D009369,identify,Pathway Analysis
35547542|t|COVID-19 Infection,identify,Pathway Analysis
Pregnancy Induces Differential Gene Expression in From,identify,Pathway Analysis
"diseases as cardiovascular disease , disease",associate,important canonical pathways
differential gene expression in cord blood cells,induce,Exposure to during pregnancy
35547542 2039 disorders MESH : MESH,contribute,The genes
cardiac disorders in offspring,contribute,The genes
COVID-19,expose,offspring
pregnancy,expose,offspring
Vertical Transmission,acquire,SARS Infection
the Genetic Architecture of,elucidate,C000657245 Genome DNA
a wide association study ( GWAS ),conduct,we
genotypes,use,a wide association study ( GWAS )
whole genome sequencing ( WGS,obtain,genotypes
seq,sequence,DNA expression levels from of in 2622 participants in
Whole Blood,sequence,35547845 participants Species 	 DNA
the Genetic Architecture of,elucidate,35547845 participants Species 	 DNA
"6,778,286 -eQTL gene transcript ( eGene )",identify,We
eGene pairs at,identify,We
( trans -eQTL variants,identify,We
the Genetic Architecture of,elucidate,35547845|t|Whole Genome DNA
SNPs,enrich,The -eQTL variants
"815 traits in ,",associate,SNPs
"815 traits in ,",associate,SNPs
cardiovascular disease risk factors,include,"815 traits in ,"
the Genetic Architecture of,elucidate,35547845 1084 1106 cardiovascular Disease MESH : D002318 DNA
this eQTL resource,use,we
conjunction with in causal inference testing ( e.g. severity ),use,we
the Genetic Architecture of,elucidate,C000657245 Genome DNA
putative causal associations of genes,identify,randomization analyses
35547845 1447 1470 coronary Disease MESH : MESH,identify,randomization analyses
systolic blood pressure,identify,randomization analyses
understanding of the genetic architecture of gene expression,advance,This Report
35547945|t|Introduction of Membrane Oxygenation on,advance,This Report
COVID-19,advance,This Report
term rehabilitation,require,The patient
35547945 1040 Species CoV-2 Spike Protein Entry Into,require,The patient
Heart Failure,hospitalize,C000657245 Blood Pressure
early prediction of COVID-19 deterioration :,feature,CT
a deterioration risk model of,develop,We
respiratory disease,cause,which overwhelmingly demonstrates is
"diseases , as , leukoencephalitis , ataxia",include,These
Disease MESH :,include,These
D004660 Disease MESH : D004679 : D004684,include,These
35552466 Disease MESH :,include,These
D009471 Disease MESH :,include,These
D002561 35552501|t|Hypoechogenicity of in long - COVID common,include,These
"phenomenon with a broad spectrum of ,",understand,a hitherto
depression,include,"a broad spectrum of ,"
anxiety,include,"a broad spectrum of ,"
35557480 1359 1364 Disease MESH : status,!fit,Long Covid
: A prospective longitudinal study,!fit,Long Covid
the dominant practice,!fit,Long Covid
"the biomedical model of ,",!fit,Long Covid
objective indicators of the disease process,rely,which
their interview data,generate,Three themes journey
several mechanisms arrest,review,It
35561501|t|Clinical update on for the emergency clinician,review,It
35561501 135 162 Coronavirus disease of : MESH,result,Coronavirus disease of ( COVID-19 )
millions of worldwide,result,Coronavirus disease of ( COVID-19 )
chest compressions,include,"many interventions ,"
further protection against contagion for the healthcare personnel,provide,vaccination with boosting
arrest resuscitation,involve,the healthcare personnel
particular protection,require,home residents
35561757 2047 infectious Disease MESH,require,home residents
D003141 35562145|t|Neuropathology of,require,home residents
periods of high infectious disease transmission,require,home residents
AD risk,increase,which overwhelmingly demonstrates is
the risk of severe COVID-19,increase,AD risk
the risk of neurodegenerative disease,increase,COVID-19
Access of,relate,35562265|t|Addressing Disparities
advanced cancer presentations,have,These populations
part,have,These populations
delays in diagnosis,have,These populations
later stage of disease presentation,result,diagnosis
"long periods of ,",require,Coronavirus disease 19
35562379 Disease MESH : C000657245 D013256,require,Coronavirus disease 19
"long periods of ,",require,( COVID-19 patients
35562379 Disease MESH : C000657245 D013256,require,( COVID-19 patients
steroid therapy,add,which
IPC teams,implement,All tertiary hospitals
IPC teams,implement,96.5 % of general hospitals
"antimicrobial resistance , as pathogen screening",regard,activities
ciliary loss,involve,mechanism
subsequent regeneration,involve,mechanism
a progressive decline in cells,result,MESH Infection
the regulator of,express,cells
virus clearance,persist,which
the termination of inflammatory changes,persist,which
"the mobilization of p73 basal cells ,",trigger,Ciliary loss
regeneration of,cease,which
new insights into CoV-2 pathogenesis,provide,the work
35563514 CoV-2 Attacks in : Focus,provide,the work
35563764 738 coronavirus disease MESH : C000657245,focus,we
the significance of the brain,focus,we
the progress of coronavirus disease 2019 ( COVID-19,focus,we
My Experience,describe,35564348|t|One Word
a COVID-19,describe,35564348|t|One Word
Onset : Findings of,describe,35564348|t|One Word
patients,live,a comprehensive view of the whole experience
My Experience,describe,35564348 patients Species 	 Word
a COVID-19,describe,35564348 patients Species 	 Word
My Experience,describe,35564348|t|One Word
a COVID-19,describe,35564348|t|One Word
Onset : Findings of,describe,35564348|t|One Word
the role of the general ability,examine,This study
"a social system ,",act,a term care organization
"a social system ,",react,a term care organization
"a social system ,",react,a term care organization
systemic agency capacity,call,which
the provision of care,safeguard,a term care organization
a crisis,safeguard,a term care organization
"considerable heterogeneity among studies ,",be,there
a low consensus,result,which
": 1 an overall effect ,",seem,it
35564538 834 842 Disease MESH : C000657245,seem,it
psychiatric disorders,suffer,people
more psychological distress,experience,people
anxiety,experience,people
people,compare,": 1 an overall effect ,"
psychiatric diagnosis,!have,who
disorders,eat,people
obsessive compulsive disorders,eat,people
1871 college students across,use,This study
( COVID-19)-specific volunteering during,use,This study
35564549 607 Disease Disease MESH : C000657245,use,This study
C000657245 35565068|t|The Impact of Pandemic : Study,use,This study
the impact of the coronavirus disease 2019,explore,This study
35565068 173 coronavirus disease MESH : C000657245,explore,This study
all months,observe,Deficits in cause outpatient visits
"disease groups ,",observe,The levels of change in healthcare utilization
a policy response to diseases,call,This study
the healthcare system,disrupt,"a health crisis , as ,"
scale infections,lead,which overwhelmingly demonstrates is
massive deaths,lead,which overwhelmingly demonstrates is
"various persons , of the disease severity",affect,Long COVID
the impact of on several organs,summarize,we
a special focus on the significance of in the disease pathogenesis,summarize,we
"age , index",include,the logistic regression model
the CoV-2 virus,cause,The coronavirus disease 2019 pandemic
significant mortality,result,The coronavirus disease 2019 pandemic
a major part in,play,The role of the acute inflammatory response in the propagation of the systemic inflammatory sequelae of the disease
35566589|t|Insights,play,The role of
the Role of in,play,The role of
outcomes,determine,a major part in
a pivotal role,play,NETs
35566589|t|Insights,play,NETs
A Systematic Review,play,NETs
the pathogenesis of the inflammatory response,play,NETs
the Role of in,play,NETs
an entity,remain,COVID-19
35566589 1786 1794 Disease MESH : C000657245,remain,COVID-19
term effects,!understand,which overwhelmingly demonstrates is
ongoing monitoring,require,term effects
research,require,term effects
COVID-19,hospitalize,Mortality in
the Italian Hospitals of,die,Who
35566706 1494 1503 Disease MESH : D003643,show,The logistic model
mortality,increase,which overwhelmingly demonstrates is
four variables : SpO2,identify,The multivariable regression analysis
COVID-19 survivors overall,decline,The proportion of individuals with a 6MWD less
longitudinal improvements in physical health,have,COVID-19 survivors
35568052 4202 Disease MESH : outcomes,remain,the burden of study
a lower health status than the general population,have,COVID-19 survivors
2 years,have,COVID-19 survivors
hospitalisation with,survive,35568052|t|Health outcomes in after : study .
an urgent need,be,there
the pathogenesis of long COVID,explore,an urgent need
effective interventions,develop,an urgent need
the risk of long COVID .. MESH,reduce,effective interventions
poor mental health,associate,C000657245 4665 4670 Disease MESH :
hospitalisation with,associate,C000657245 4665 4670 Disease MESH :
poor mental health,associate,C000657245 35568322|t|Frailty
hospitalisation with,associate,C000657245 35568322|t|Frailty
quality of ( O ),assess,We
"generalised anxiety ( GAD-7 ) , depression ,",include,psychiatric symptoms
depression ( Questionnaire-9 ),include,psychiatric symptoms
medications for the effective treatment of coronavirus disease,!be,there
"several recommendations for the therapeutic management of this new disease ,",issue,the French Public Health Council
the use of hydroxychloroquine ( HCQ ),include,"this new disease ,"
HCQ,report,all ADRs
its usual indication,use,all ADRs
the pandemic period ( 1985,collect,all ADRs
those,collect,all ADRs
"21 July , 2020 )",collect,all ADRs
the coronavirus disease 2019 indication,report,all ADRs
longer screen time,expose,patients
Cerebral mucormycosis,associate,imaging spectrum in
special emphasis on intracranial disease,associate,imaging spectrum in
Cerebral mucormycosis,associate,imaging spectrum in
special emphasis on intracranial disease,associate,imaging spectrum in
Cerebral mucormycosis,associate,MESH Disease MESH :
special emphasis on intracranial disease,associate,MESH Disease MESH :
Cerebral mucormycosis,associate,D020765 imaging spectrum in
special emphasis on,associate,D020765 imaging spectrum in
patient survival,improve,paramount importance in
Cerebral mucormycosis,associate,imaging spectrum in
