Subject,Verb,Object
healthspan,affect,It has been noted
longevity,affect,It has been noted
the Aging Immune System in,become,35111366|t|Protective Effects of
symptoms,improve,"the proper implementation of as "" adjuvant "" polypill """
comorbidities,improve,the proper implementation of as
the generalisability of its future findings,increase,The multicentre nature of our study
"PASC , independent .. Species",predict,RNAemia at presentation
A study of non - state actors,predict,RNAemia at
aid distribution,involve,non - state actors
a contagious disease with high morbidity,contain,policymakers
scarce resources,use,high morbidity
containment measures,induce,term social impacts
severe respiratory disease,cause,Infection with
a substantial number of patients with term respiratory complications ( 1 ),leave,the COVID-19 pandemic
oxidative stress,analyze,Brain lysates from control
inflammatory signaling pathway markers,analyze,Brain lysates from
oxidative stress,analyze,COVID-19 patients
inflammatory signaling pathway markers,analyze,COVID-19 patients
biochemistry,signal,measurements of
"better outcomes with COVID-19 infection than adults with cancer , risks",have,children with cancer
a multitude of physical issues,associate,Coronavirus disease 2019 ( COVID-19 )
posttraumatic stress disorder ( PTSD ),include,physical issues
the general population,report,the presence of posttraumatic symptoms
the prevalence of PTSD in patients,know,little
a traumatic COVID-19 infection,experience,who
the importance of for disease systems are,show,These results
lower attenuation values,yield,ROIs
other infectious diseases,observe,Differences between dimorphism
"potential implications for disease treatment , measures",have,sexual dimorphism
the development of long COVID,predispose,patients
35114136 9606 1183 1191 Disease MESH : C000657245,suggest,We
future pandemic surveillance,consider,sex differences
treatment,consider,sex differences
68 post - COVID patients,enrol,We
35114576 390 395 Disease MESH : be a biomarker in the post - COVID-19 patients,enrol,We
this study,generate,The data
35114576 1523 Chemical 1573 Disease MESH : C000657245,suggest,The data
geo - ethnography,understand,"35114615|t|Linking pathogens , people :"
inequalities in gastrointestinal infections in,understand,"35114615|t|Linking pathogens , people :"
inequalities in,understand,"35114615|t|Linking pathogens , people :"
inequalities in gastrointestinal infections,understand,us
35114784 128 152 Coronavirus disease MESH : C000657245,contemplate,Coronavirus disease 2019 ( COVID-19 )
the exceptional global health crisis,contemplate,Coronavirus disease 2019 ( COVID-19 )
the post - COVID-19 condition,investigate,studies
agreement on,!be,there
clinical practice,define,this new disease
clinical practice,diagnose,this new disease
clinical practice,diagnose,agreement on
NYC wastewater,detect,C000657245 cryptic CoV-2 lineages
the emergence of resistant,lead,selection
ChAdOx1 nCoV-19 Vaccination Against,follow,Report : Reactivation
an urgent need,be,there
individuals at high risk for complications,protect,vaccines
disease outbreaks by herd immunity,control,an urgent need
35118042 481 Disease MESH :,examine,This study
"risk , anxiety",examine,This study
the outbreak of in four cross - sectional surveys,relate,the general public
China,conduct,four cross - sectional surveys
various state governments,adopt,the mitigation policies
accurate term forecasting for disease spread,provide,It has been noted
"Alzheimer disease , chemobrain",include,"an inflammatory component ,"
35118463 Alzheimer Disease MESH : D000544,show,"Our studies of with ,"
clinical features,alleviate,treatment with the ' colony factor ( CSF ) in
factor Gene 	 1437,stimulate,495 macrophage colony
35118594 140 164 coronavirus disease MESH : C000657245 : Species as a potential supplement,run,The majority of presentations
their course,run,The majority of presentations
a couple of weeks,run,The majority of presentations
vascular function,improve,a potential supplement
a CoV-2 environment,improve,a potential supplement
the severe respiratory syndrome coronavirus ( CoV-2 ),trigger,Coronavirus disease 2019
the severe respiratory syndrome coronavirus ( CoV-2 ),trigger,( COVID-19 pandemic
vascular function,improve,a potential supplement
a CoV-2 environment,improve,a potential supplement
berries,find,flavonoid polyphenols
"a tremendous global concern among , those",raise,The recent outbreak of the 2019 novel coronavirus disease ( COVID-19 )
35118986 174 2019 Disease MESH : C000657245,raise,The recent outbreak of
Disease MESH :,raise,The recent outbreak of
Toxicity,lead,35118986 35120058|t|A Case of
the risks of infectious disease transmission in care settings,regard,Public health messaging
addiction treatment choices,guide,Public health messaging
people,guide,Public health messaging
substances,use,who
an unprecedented strain on healthcare systems,!place,Coronavirus disease 2019 ( COVID-19 )
Coronavirus disease MESH :,!place,Coronavirus disease 2019 ( COVID-19 )
strategies,cope,the expectation of from ;
35121478 100 127 Coronavirus disease of : C000657245,result,Coronavirus disease of ( COVID-19 )
millions of worldwide,result,Coronavirus disease of ( COVID-19 )
recognize phospholipids,antibodie,Antiphospholipid
the Coronavirus disease 2019 pandemic,contain,the effective way
virus infections,fight,C000657245 35122872|t|Strategies for : Integration
2020,observe,trials
future mental health,predict,35123338|t|Heterogeneity in COVID-19 stressors
adults,predict,35123338|t|Heterogeneity in
children,predict,35123338|t|Heterogeneity in
future mental health,predict,Heterogeneity in COVID-19 stressors
adults,predict,Heterogeneity in
children,predict,Heterogeneity in
future mental health,predict,35123338 17 Disease MESH :
adults,predict,35123338 17 Disease MESH :
children,predict,35123338 17 Disease MESH :
future mental health,predict,C000657245 107 children Species 	 35123338|t|Heterogeneity
adults,predict,C000657245 107 children Species 	 35123338|t|Heterogeneity
children,predict,C000657245 107 children Species 	 35123338|t|Heterogeneity
mood,associate,heterogeneous subtypes of stress
the initial phase of,associate,heterogeneous subtypes of
morbidity,associate,BACKGROUND :
mortality,associate,BACKGROUND :
morbidity,associate,COVID-19
mortality,associate,COVID-19
a care hospital in the COVID-19 era,admit,D051436
Gene
both primary prevention of neuropsychiatric diseases,dedicate,services
adolescent ages,dedicate,services
the storm,!come,Calm
the intensive care unit of,admit,COVID-19 )
"hospitalization rates ,",decrease,"35123806 patients Species 	 disease : C000657245 35123975|t|Signals ,"
severe disease in patients with,decrease,"35123806 patients Species 	 disease : C000657245 35123975|t|Signals ,"
the Omicron variant of,cause,patients with
"hospitalization rates ,",decrease,Signals of breakthrough
35123975 patients Species 	 MESH : Species,decrease,Signals of
severe disease in patients with,decrease,Signals of
the Omicron variant of,cause,patients with
the Omicron variant of,cause,patients with
"its epidemiology , severity",exist,many knowledge gaps
"hospitalization rates ,",decrease,"35123975 492 499 Chemical - 35123975|t|Signals of ,"
severe disease in patients with,decrease,"35123975 492 499 Chemical - 35123975|t|Signals of ,"
the Omicron variant of,cause,patients with
intense respiratory support,require,Omicron patients
hospitalization rates,decrease,"35123975 1230 patients Species 	 MESH : D002303 35123975|t|Signals ,"
the Omicron variant of,cause,patients with
the rapid spread,document,The data
occurrence of,document,The data
the Omicron variant in,cause,the rapid spread
a complex systemic disease,recognize,BACKGROUND :
a complex systemic disease,recognize,COVID-19 Syndrome
substantial morbidity,associate,It has been noted
substantial between heterogeneity for all prevalence,be,There
significant effect modifiers :,identify,Meta - regressions
"mellitus , severity",diabete,"world region , gender ,"
time periods,differ,how perception
time periods,differ,adherence
time periods,differ,how perception
time periods,differ,adherence
COVID-19,recover,patients
pandemic,learn,lessons
the coronavirus disease 2019,learn,lessons
the coronavirus disease 2019,learn,lessons
the coronavirus disease 2019,learn,lessons
the vulnerabilities of children with medical complexity ( CMC ),expose,Coronavirus disease 2019 ( COVID-19 )
lessons,apply,35125381 Coronavirus disease MESH : 35125381 35125381 35125381|t|Updating visit :
pandemic,apply,35125381 Coronavirus disease MESH : 35125381 35125381 35125381|t|Updating visit :
the coronavirus disease 2019,learn,lessons
COVID-19,affect,some children
adults,affect,some children
consensus statements,generate,A round method
various aspects of telemedicine,generate,A round method
"themes , as patient location",include,video visits
"healthcare workers ,",place,Background disease
an risk of infection,place,Background disease
pharmacists,include,"healthcare workers ,"
burnout,lead,which
plan distance travel,become,pregnant women
plan distance travel,become,pregnant women
35125986|t|[Vaccinations for pregnant women,administer,immunoglobulins
pregnancy,administer,immunoglobulins
term membrane oxygenation,treat,a patient with
"a low frequency of ,",have,membrane oxygenation ( therapy )
patients Species 	 disease : MESH,have,membrane oxygenation ( therapy )
C000657245 35127436 patients Species 	 features,have,membrane oxygenation ( therapy )
the World Health Organization,report,( COVID-19 deaths
extinction,avoid,humans
100 years,avoid,humans
COVID-19 disease,cause,which
us,teach,"The recent CoV-2 pandemic ,"
unexpected lessons about the dangers of through contagious diseases,teach,"The recent CoV-2 pandemic ,"
Species Disease MESH : C000657245,teach,"The recent CoV-2 pandemic ,"
extinction,avoid,humans
100 years,avoid,humans
"contagious viruses ,",lead,the development of in the gut
pandemics,cause,which
the destruction of vital organs,lead,"contagious viruses ,"
death,cause,"contagious viruses ,"
"various diseases as blindness , respiratory",cause,"contagious viruses ,"
extinction,avoid,humans
100 years,avoid,humans
35128067 1581 9606 35128147|t|Exposure Risk of,result,These diseases
the complete shutdown of our civilization,result,These diseases
the Boreal Spring Season,result,These diseases
probably the gradual extinction of the human race,result,These diseases
general trends in,provide,this research
the follow - up,carry,detailed research
Protection against,provide,35128461 663 Disease MESH
Protection against,provide,D003072 35128693|t|Long - Term Immunity in
high levels of protection against severe disease,provide,COVID-19 vaccines
35128693 CoV-2 Disease MESH : 35129097|t|Evaluation,provide,COVID-19 vaccines
CoV-2 infection,provide,COVID-19 vaccines
a general trend of health improvement,be,there
35130818|t|Outcomes in post - acute sequelae of,be,there
Cognitive functioning,be,there
6 months,be,there
post,be,there
-,be,there
infection Part 1,be,there
the coronavirus,35130894|t|Stay,C000657245
""
study
the COVID-19,combat,the health measures
pandemic,combat,the health measures
the coronavirus,35130894|t|Stay,C000657245
""
""
convenience sampling,enrol,Adults ( aged ) with a clinical diagnosis of Parkinson disease ( stage
convenience sampling,enrol,an assistive device
healthy living for pandemic preparedness,promote,35130923|t|Causal systems mapping
pandemic preparedness,live,35130923|t|Causal systems mapping
"healthy living factors ( activity ,",improve,protocol for .
negative outcomes of future infectious disease pandemics,mitigate,"i.e. , physical activity , nutrition , are"
rehabilitation for people with long COVID-19 (,support,D003141
""
35131836|t|Development deployment of
COVID-19 Recovery,live,long COVID-19 (
severe functional impairment,cause,a distressing syndrome
cardiovascular disease,fight,a keystone to
long - COVID,describe,"Persistence of after ,"
35132265 663 Disease MESH :,show,We
disorders MESH :,show,We
"several categories ,",span,incident cardiovascular disease
"cerebrovascular disorders , dysrhythmias",include,"several categories ,"
evidence are,provide,Our results
35132265 1289 1311 cardiovascular Disease MESH :,provide,Our results
the acute episode of,survive,Care pathways of
attention to cardiovascular health,include,Care pathways of
35132265 1414 Disease MESH : C000657245,include,Care pathways of
D002318 35132393|t|Spatiotemporal analysis of during,include,Care pathways of
COVID-19 pandemic,post,D002318 35132393|t|Spatiotemporal analysis of during
"Shanghai , China",post,D002318 35132393|t|Spatiotemporal analysis of during
COVID-19 pandemic,post,35132393|t|Spatiotemporal analysis of during
"Shanghai , China",post,35132393|t|Spatiotemporal analysis of during
the spatiotemporal heterogeneity of roadway congestion in,investigate,an analytical framework
COVID-19 pandemic,post,35132393|t|Spatiotemporal analysis of during
"Shanghai , China",post,35132393|t|Spatiotemporal analysis of during
COVID-19 pandemic,post,35132393|t|Spatiotemporal analysis of during
"Shanghai , China",post,35132393|t|Spatiotemporal analysis of during
COVID-19 pandemic,post,35132393|t|Spatiotemporal analysis of during
"Shanghai , China",post,35132393|t|Spatiotemporal analysis of during
opposite characteristics on working days,show,the heterogeneous component
term associations with clinical outcomes in patients with,have,35132407|t|Early immune responses
substantial heterogeneity in SARS specific memory immune responses,be,there
35132407 35132407 Disease MESH :,be,there
infection,follow,substantial heterogeneity in
term associations with clinical outcomes in patients with,have,D007239 35132407|t|Early immune responses
"early immune signatures ,",identify,We
"plasma RIG - I levels ,",include,"early immune signatures ,"
"subsequent disease progression , control",associate,related cytokines ( CXCL10 )
7 months after enrollment,measure,the CoV-2 specific cell response
term associations with clinical outcomes in patients with,have,Gene 35132407|t|Early immune responses
7 protein markers,use,learning models
the course of infection,measure,7 protein markers
40 functional copies of genes,include,chain ( IGH ) locus on chromosome 14
35132409 133 159 immunoglobulin chain Gene 	 Gene,include,chain ( IGH ) locus on
pathogenic invaders,identify,It has been noted
pathogenic invaders,neutralize,It has been noted
a part of the adaptive immune system,identify,It has been noted
a part of,neutralize,It has been noted
pathogenic invaders,neutralize,antibodies
a part of,neutralize,antibodies
Read Data,use,3495 35132409 161 164 IGH Gene 	 3495 35132409 Gene
"ImmunoTyper - SR , method",introduce,we
analysis of germline IGHV genes,introduce,we
Gene invades cognitive centers of the brain,introduce,we
Illumina ( WGS ) data,use,germline IGHV genes
many patients,occur,Acute neurological disorders
brain diseases,suffer,one - third of COVID-19
brain diseases,suffer,survivors
like neuropathology,induce,D001927 cognitive centers of the brain
Alzheimer neuropathology,exacerbate,CoV-2 triggers programs
like neuropathology,induce,D000544 invades cognitive centers of the brain
CoV-2 infection,identify,A gene signature
CoV-2 infection,identify,Alzheimer infectious etiology
the neurodegenerative phenotypes of,recapitulate,silencing genes
a youth mental health service,attend,young people
a focus on therapeutic content,have,It has been noted
a prospective cohort study in a population with diverse ethnic backgrounds from,conduct,We
35133956 Disease MESH : Symptoms,conduct,We
"fatigue , dyspnea",include,", meaningful symptoms ,"
35133956 patients Species 	 MESH : MESH : MESH : MESH : D006261 :,persist,", meaningful symptoms ,"
> 120 days after disease onset,persist,", meaningful symptoms ,"
induction of distinct programs in human monocytes,reveal,D018908 cell RNA
changes in epigenetic marks,orchestrate,immunity
induction of distinct programs in human monocytes,reveal,RNA sequencing
induction of distinct programs in human monocytes,reveal,RNA sequencing
gene signatures consistent,find,we
the acute phase of the disease,depict,clinical data
psychiatric outcomes,predict,"A large , multidisciplinary ,"
Operator ( LASSO ) method,use,psychiatric outcomes
"8 % , %",establish,"Diagnoses of ' ,"
"8 % , %",establish,' disorder '
"8 % , %",establish,' post - traumatic stress disorder '
any clinical variables,!associate,Psychiatric outcomes
the severity of phase disease,relate,any clinical variables
hundreds of millions of people,impact,Coronavirus disease-2019 ( COVID-19 )
"ongoing , symptoms",suffer,a large proportion of
Emergency Use Authorization,approve,BACKGROUND :
Emergency Use Authorization,approve,pandemic numerous syndrome coronavirus 2 ( assays
reports of during coronavirus disease 2019 pandemic,be,There
stroke,include,coronavirus disease 2019 pandemic
medical care,seek,general population
like symptoms,seek,general population
COVID-19 pandemic,seek,general population
LC,persist,acute symptoms of ( COVID-19 )
sleep,correlate,memory problems
potential for the development of a community service,be,There
35135970|t|ECMO Long Haulers : Phenotype .,be,There
35135970 169 193 coronavirus disease MESH : C000657245,indicate,Studies
35136670|t|Creating Surveillance Data Infrastructure,indicate,Studies
35136846|t|Does background influence dissemination,use,The framework
a generic template for possible future outbreak events,use,The framework
the number of daily new cases,observe,several differences rate
COVID-19 vaccination,concern,practices of
a critical role in,play,Healthcare workers
trust between the public,build,a critical role in
COVID-19 vaccination,concern,practices of
confidence at different rates,develop,healthcare workers
COVID-19,associate,35136912|t|Neurocognitive Profiles in With Persisting Cognitive Symptoms
35136912 161 coronavirus disease MESH : MESH : Profiles,develop,A subset of ( COVID-19 )
symptoms,develop,A subset of ( COVID-19 )
COVID-19,associate,35136912 161 coronavirus disease MESH : MESH : Profiles
presence of deficits in attention function,suggest,"Research in ,"
the bone marrow,reside,It has been noted
neutralizing antibodies,secrete,cells
COVID-19,link,literature
35137496 152 Disease MESH : MESH,link,literature
35137561|t|Neuropsychological deficits in patients with cognitive complaints after,link,literature
peripheral nervous system ( diseases,link,literature
the spectrum of disease severity,report,BACKGROUND
recent studies,report,BACKGROUND
the spectrum of,report,subjective cognitive complaints
recent studies,report,subjective cognitive complaints
patients deficits,corroborate,recent studies
patients deficits,corroborate,recent studies
the importance of comprehensive evaluation,stress,These findings
severe symptoms,hospitalize,who
severe symptoms,experience,who
the spike cleavage,block,effective therapies
activation,block,effective therapies
an alternate strategy,provide,effective therapies
35138160 489 494 spike Gene 	 infection,provide,effective therapies
the viral transmission cycle,break,an alternate strategy
disease pathology,overcome,an alternate strategy
35139036 152 162 CoV-2 Species 	 MESH : MESH : MESH :,occur,BACKGROUND : Immunization
implications for booster strategies,occur,BACKGROUND : Immunization
natural infection,occur,BACKGROUND : Immunization
vaccination,occur,BACKGROUND : Immunization
35139036 152 162 CoV-2 Species 	 MESH : MESH : MESH :,occur,the causative agent of
implications for,occur,the causative agent of
natural infection,occur,the causative agent of
vaccination,occur,the causative agent of
severe disease development,protect,B
severe disease development,protect,CD4 T cells
the novel corona virus,cause,an infectious disease
severe respiratory corona virus 2 ( Cov-2,know,the novel corona virus
pregnancy,occur,Physiological changes
a positive effect on the disease progression,have,Physiological changes
35140117|t|Risk of : study,have,Physiological changes
the post - acute phase of CoV-2 infection,age,adults
ICD-10 revision codes,determine,The presence of at after a diagnosis of
the post - acute phase of CoV-2 infection,age,adults
admission to hospital,require,severe covid-19 disease
a risk for most clinical sequelae,have,Individuals with severe covid-19 disease
2563 2571 Disease MESH : impact,have,Individuals with
a high risk of from coronavirus disease 2019 ( COVID-19 ),have,MHD ) patients
the term consequences of in MHD patients,demonstrate,This work
severe cachexia,include,"the disease ,"
35142378 399 people Species 	 35142378|t|Potential : diagnosis : diagnosis,cause,Parasitic helminths
billion people,afflict,devastating diseases
the key features of the Cas12/13 system,describe,We
: 35142619|t|Depressive Symptoms,describe,We
Large Cross - sectional Survey,describe,We
the World Health Organization,release,2021 roadmap
"sociodemographic features , factors ,",determine,This study
specific factors,determine,This study
general psychological variables,determine,This study
depressive symptoms,associate,general psychological variables
12 months of,associate,general psychological variables
anxiety,associate,general psychological variables
post - acute long COVID : review,suffer,patients
symptoms,persist,The main risk factors for
extreme epitopic differences,show,Allele families
Species months follow - up of patients with non - critical COVID-19 in,show,Allele families
BACKGROUND :,show,Allele families
long COVID,experience,10 % of coronavirus disease 2019
long COVID,experience,( COVID-19 patients
COVID-19 infections amongst patients,acquire,C000657245 35144556|t|Hospital
"the rollout of COVID-19 vaccinations , review",acquire,C000657245 35144556|t|Hospital
a total of 5920 articles,generate,Literature searches
COVID-19 infections amongst patients,acquire,35144556|t|Hospital
"the rollout of COVID-19 vaccinations , review",acquire,35144556|t|Hospital
"clear trend in ,",!be,there
35144556 1860 1863 HAI Gene 	,reduce,those
HAI rates,reduce,those
strict NPPI protocols,reduce,those
"the cerebral vascular accidents ,",follow,"continuous neuroinflammation ,"
hypoxia from pulmonary damages,follow,"continuous neuroinflammation ,"
"the responses on neurocognitive , pain symptoms from seropositive adolescents",compare,we
a cross - sectional study design,compare,we
cardiovascular risk,associate,It has been noted
several symptom clusters,characterize,"a condition ,"
the underlying reasoning behind,understand,one
complex,translate,video communication for
association with,report,High rates of
widespread changes in,lead,The coronavirus disease 2019 pandemic
a qualitative study of after,!cope,disease C000657245 35149572|t|'I
multiple inputs,!cope,disease C000657245 35149572|t|'I
"an interdisciplinary team with expertise in general practice , neuroscience",analyse,They
SARS - CoV-2,recover,D002908
Species After
the onset of diabetes,link,BACKGROUND CoV-2 infection
the onset of,link,COVID-19 disease
the exocrine cells,express,"viral entry proteins , ACE2 ,"
ductal epithelium of the pancreas,express,"viral entry proteins , ACE2 ,"
significant differences in the mean levels of IgG antibody in patients with mild moderate diseases,!be,There
Multisystem Inflammatory Syndrome in,predict,35150412|t|Who
PURPOSE OF,predict,35150412|t|Who
coronavirus disease-19 ( COVID-19 ),follow,a novel post - infectious phenomenon
Multisystem Inflammatory Syndrome in,predict,35150412|t|Who
an in review of the latest C literature,present,we
"clinical findings , pathophysiology",relate,the latest C literature
Multisystem Inflammatory Syndrome in,predict,35150412|t|Who
RECENT FINDINGS,predict,35150412|t|Who
TOF MS,couple,D007239 35151081|t|Isothermal gene amplification
CoV-2 detection,couple,D007239 35151081|t|Isothermal gene amplification
TOF MS,couple,Isothermal gene amplification
35151081 55 65 CoV-2 Species 	 amplification,couple,Isothermal gene amplification
CoV-2 detection,couple,Isothermal gene amplification
ab genes of,detect,The assay
a single test within 30 min,detect,The assay
an isothermal process ( C ),detect,The assay
233 records,contain,A first publication database
this topic,focusse,It has been noted
a general bibliometric analysis,compile,A first publication database
a general bibliometric analysis,subject,A first publication database
aberrant immune cell regulation,reveal,Disease MESH :
the airways of with ongoing post - COVID-19 respiratory disease,reveal,Disease MESH :
aberrant immune cell regulation,reveal,C000657245 proteomic profiling
the airways of with,reveal,C000657245 proteomic profiling
aberrant immune cell regulation,reveal,proteomic profiling
the airways of with ongoing post - COVID-19 respiratory disease,reveal,proteomic profiling
aberrant immune cell regulation,reveal,124 Disease MESH :
the airways of with ongoing post - COVID-19 respiratory disease,reveal,124 Disease MESH :
aberrant immune cell regulation,reveal,D012140 proteomic profiling
the airways of with,reveal,D012140 proteomic profiling
a change to in,cause,COVID-19
evidence of cell death,cause,COVID-19
the ongoing activation of cytotoxic T cells,link,evidence of
hospital with,admit,D003643
""
35151397|t|Casirivimab
hospital with,admit,imdevimab in patients
seropositive patients ( value ),differ,The proportional effect of on mortality
neurological,include,"clinical manifestations ,"
all stages of the disease,express,which
"term symptoms ,",have,"clinical manifestations ,"
post - COVID syndrome,call,"term symptoms ,"
men,affect,COVID-19
the severe disease,affect,male reproductive organs
disease Disease MESH :,challenge,BACKGROUND
crisis management,challenge,BACKGROUND
disease Disease MESH :,challenge,The coronavirus disease 2019 pandemic
crisis management,challenge,The coronavirus disease 2019 pandemic
the genetic material of the virus,detect,RT - PCR
COV-2 disease,infect,athletes
COV-2 disease,infect,athletes
Disease MESH,infect,D006331 35153372 24 41 athletes
COV-2 disease,infect,athletes
the disease,contract,subjects
symptomatic moderate form,contract,subjects
"the observation of cases of damage , myocarditis",follow,concerns
the potential role of in the pathogenesis of PASC,understand,Future studies 35153763|t|Barriers
HIV / AIDS,live,People
the Era of COVID-19,live,People
35153763 610 Disease MESH : C000657245,explore,we
35153773|t|The Adverse Reactions of,explore,we
barriers,explore,we
facilitators,explore,we
barriers,explore,Objectives :
facilitators,explore,Objectives :
ART,adherence,Objectives :
PLWH in,adherence,Objectives :
Conventional Drug in,compare,Objectives :
the possible sources of heterogeneity,explore,Subgroup sensitivity analyses
eligible studies,explore,Subgroup sensitivity analyses
disease,treat,the evaluation of
35153773 1162 1166 H1N1 Species 	,detect,significant reduced incidence of during Analysis
114727 35153773|t|The Adverse Reactions of,detect,significant reduced incidence of during Analysis
the LHQW group,detect,significant reduced incidence of during Analysis
a incidence of some adverse reactions in the LHQW group,reveal,Subgroup analysis
35153773 1629 1638 Disease MESH : D004244 D009422,reveal,Subgroup analysis
COVID-19 Pandemic Conditions : Problems,reveal,Subgroup analysis
Months Postpartum,reveal,Subgroup analysis
gastrointestinal system damage,vomit,nausea
resurgence of disease,vomit,nausea
"families with young children , be",affect,Background :
families with,affect,The SARS - COVID-19 pandemic restrictions
birth,give,who
the first control restrictions in,give,who
35153928 Species 35153928 1234 35153987|t|Case Report :,survey,65 women
months postpartum,survey,65 women
97 women,compare,Methods :
the pandemic,assess,97 women
"either "" post - acute coronavirus disease ( COVID )",define,"This condition ,"
outpatients,describe,"This condition ,"
COVID-19 in Inflammatory Rheumatic Diseases,include,35154066|t|Interleukin-1 Inhibitors
concerns about the spread of the disease,raise,variants of )
a challenging medical emergency,remain,the Coronavirus disease 2019 ( COVID-19 )
35154066 147 160 coronavirus Species 35154066 35154066,remain,the Coronavirus disease 2019 ( COVID-19 )
the end of the year 2021,remain,the Coronavirus disease 2019 ( COVID-19 )
COVID-19 in Inflammatory Rheumatic Diseases,include,35154066|t|Interleukin-1 Inhibitors
COVID-19 in Inflammatory Rheumatic Diseases,include,35154066|t|Interleukin-1 Inhibitors
the current literature,address,the effect of on vaccination in
the current literature,address,AIIRD patients
COVID-19 in Inflammatory Rheumatic Diseases,include,3552 9606 35154066|t|Interleukin-1 Inhibitors
COVID-19 in Inflammatory Rheumatic Diseases,include,35154066 9606 35154066|t|Interleukin-1 Inhibitors
35154066 1589 Chemical MESH :,give,vaccination Inhibitors
baseline,return,the drug levels
agents with long half - lives as canakinumab,block,IL-1
COVID-19 in Inflammatory Rheumatic Diseases,include,C541220 35154066|t|Interleukin-1 Inhibitors
35154066 9606 35154066 1748 1756 Disease MESH :,ensure,This
an vaccine response in the face of the possibility,ensure,This
a pronounced COVID-19 disease course,develop,AIIRD patients
T Cells of Convalescent COVID-19,recognize,It has been noted
Spike Protein,identify,Patients
viral infection,prevent,The current coronavirus disease 2019
viral infection,prevent,( COVID-19 vaccines
a protection period than antibody,provide,cell immunity
35154095 152 176 coronavirus disease MESH : C000657245,provide,cell immunity
Disease MESH : C000657245 :,provide,cell immunity
35154095 324 369 severe respiratory syndrome coronavirus Species 	 Species MESH,provide,cell immunity
T Cells of Convalescent COVID-19,recognize,It has been noted
Spike Protein,identify,D007239 Specific Potential Epitopes
Spike Protein,identify,Patients
this supplies reference significance,provide,The HLA information
subsequent research as,provide,The HLA information
the relation of with disease susceptibility,find,subsequent research as
cardiovascular complications,cause,Coronavirus disease 2019 ( COVID-19 )
"myocarditis , pericardial effusion , pericarditis",include,cardiovascular complications
the Adoption of,prompt,D001145 35155337|t|What
Response to,prompt,D001145 35155337|t|What
the Rural Areas of,live,Evidence From .
women,focus,few studies
rural areas,live,women
the brunt of the impacts of,bear,who
their economic vulnerabilities,bear,who
general themes of concern,determine,Responses from five questions
management strategies,determine,Responses from
work challenges,regard,concern
the work situation,improve,recommendations for
personal well - being,improve,recommendations for
generation sequencing,characterize,CoV-2 PCR positive samples
isolation,analyze,a subset
quantification,analyze,a subset
a critical impact on surgical procedures over the world,show,The coronavirus disease 2019 pandemic
35155551 106 130 coronavirus disease MESH,show,The coronavirus disease 2019 pandemic
a severity index for all the proctologic diseases ( disease,calculate,we
anal fissure,suffer,31 % of our patients
hemorrhoidal disease,suffer,28 %
anal sepsis,suffer,14 %
benign anorectal diseases,suffer,the patients
a lesser extent,suffer,the patients
both tumorigenesis,implicate,These mechanisms
metastasis,implicate,These mechanisms
potential mechanisms,focus,we
"the molecular interplay ,",focus,we
"COVID-19 , inflammation",connect,which
a framework,propose,It has been noted
the possible role of COVID-19 infection in tumorgenesis progression,understand,"the molecular interplay ,"
an alteration of the endothelial function,include,"The pathophysiology of some non - communicable diseases ( NCDs ) as hypertension , disease ,"
35155636 Disease MESH : D006973 :,include,The pathophysiology of
COVID-19,refer,we
"a "" syndemic",refer,we
reproduction,result,NHLBI ORCHID clinical trial
this fact,underline,the COVID-19 pandemic
general media audiences,reach,the retraction of several studies
reproduction,result,NHLBI ORCHID clinical trial
"confidence in the review process ,",undermine,these retractions
sufficiently reliable,!consider,which
trust,!generate,"the review process ,"
the results,!generate,"the review process ,"
many acute diseases,care,Delays in diagnostic procedures
a dangerous increase in with a consequent increase in term mortality,result,Delays in
the findings,set,This narrative review
order,put,some health policies
the restoration of for non - covid patients,begin,order
Post - exposure Prophylaxis,!overlook,C000657245
Stimulation
the current pandemic,generate,research
results useful,obtain,research
35157641 1539 Disease MESH : D012141 MESH :,obtain,research
"other acute respiratory infections , been main drivers of mortality",treat,results useful
term gut microbiota dysbiosis,induce,D003643 35157946|t|Stressful events
associated post - traumatic stress symptoms in healthcare workers,induce,D003643 35157946|t|Stressful events
COVID-19,fight,healthcare workers
length rRNA gene,use,We
the longitudinal changes in,characterize,length rRNA gene
the longitudinal changes in,characterize,length rRNA gene
multiple endocrine organ systems,affect,COVID-19
the disease course,affect,COVID-19
a condition,be,there
a clear reduction in with little residual hand tremor,be,there
35158701 705 CoV-2 Species 	 disease : C000657245,cause,The CoV-2
743 	,cause,The CoV-2
Disease MESH : C000657245,cause,The CoV-2
feasible reasons for the variance in the occurrence,provide,These correlations
post - COVID-19 sequelae,experience,who
personalized treatment as support,require,patients
the Persistence of in COVID-19 Patients,associate,the Factors
the severe respiratory syndrome coronavirus-2,cause,Disease outbreak
a worldwide pandemic of a infectious disease,result,Disease outbreak
the Persistence of in COVID-19 Patients,associate,the Factors
COVID-19,generate,medical waste
the risks of transmission,increase,the establishment of in various Australian states
people in these facilities,increase,the establishment of in
the likelihoods of general waste,increase,the establishment of in
medical waste,contaminate,the likelihoods of
35162400 1483 1491 Disease MESH : C000657245,focus,The study
"generation of medical waste from COVID-19 methods , problems",focus,The study
a major threat to public health,pose,( 1 ) Background :
35162542 152 2019 Disease MESH : C000657245,pose,( 1 ) Background :
